subscriber_id,user_id,protocol,src_ip,src_port,post_nat_source_ip,post_nat_source_port,dest_ip,dest_port,timestamp,flow_start_time,flow_end_time,bytes_sent,bytes_received,session_id,action,application
user_18,user_18,TCP,10.34.254.83,18588,10.194.56.3,443,28.39.147.87,53,2025-07-14 09:53:54,2025-07-14 09:53:54,2025-07-14 10:02:58,12572,12641,1f8e3f19-1f7a-4c90-aaa3-5ce6c83ceef3,ALLOW,DNS
user_18,user_18,NonPublicAPI,113.71.67.46,18466,10.0.51.137,80,220.159.67.244,57446,2025-07-14 17:54:52,2025-07-14 17:54:52,2025-07-14 10:05:47,129418,124514,1f8e3f19-1f7a-4c90-aaa3-5ce6c83ceef3,ALLOW,NonPublicAPI
user_18,user_18,HTTP,172.22.35.71,25,192.168.62.184,53,33.124.129.95,22,2025-07-14 09:56:54,2025-07-14 09:56:54,2025-07-14 10:00:55,5473,5788,1f8e3f19-1f7a-4c90-aaa3-5ce6c83ceef3,ALLOW,DNS
user_18,user_18,HTTPS,172.20.145.118,50113,10.181.21.215,443,87.255.59.1,24521,2025-07-14 18:25:32,2025-07-14 18:25:32,2025-07-14 18:27:36,10850,577,e8958ddc-de21-4173-8585-aeb41e6b0261,ALLOW,HTTPS
user_18,user_18,UDP,172.30.2.170,53,192.168.39.148,25,170.221.177.233,8348,2025-07-14 18:27:32,2025-07-14 18:27:32,2025-07-14 18:36:58,11122,866,e8958ddc-de21-4173-8585-aeb41e6b0261,ALLOW,HTTPS
user_18,user_18,SMTP,172.24.160.7,28953,172.22.97.99,443,220.162.16.69,443,2025-07-14 18:27:32,2025-07-14 18:27:32,2025-07-14 18:31:23,16705,9822,e8958ddc-de21-4173-8585-aeb41e6b0261,ALLOW,DNS
user_18,user_18,NonPublicAPI,23.165.12.46,443,10.197.194.33,1748,170.146.3.90,10449,2025-07-14 18:16:20,2025-07-14 18:16:20,2025-07-14 18:48:32,136626,94562,e8958ddc-de21-4173-8585-aeb41e6b0261,ALLOW,NonPublicAPI
user_18,user_18,HTTP,172.19.166.232,80,172.24.220.77,22,100.173.211.106,43467,2025-07-14 17:55:52,2025-07-14 17:55:52,2025-07-14 18:02:54,13727,12222,b36052db-5d73-4356-a17b-56b79ff66f49,ALLOW,SSH
user_18,user_18,HTTP,172.30.100.251,7157,192.168.194.230,4785,86.54.214.155,80,2025-07-14 17:58:52,2025-07-14 17:58:52,2025-07-14 18:05:50,12106,12043,b36052db-5d73-4356-a17b-56b79ff66f49,ALLOW,FTP
user_18,user_18,NonPublicAPI,131.237.70.110,443,172.23.119.254,80,214.146.200.217,27372,2025-07-14 05:30:05,2025-07-14 05:30:05,2025-07-14 18:02:47,123300,126904,b36052db-5d73-4356-a17b-56b79ff66f49,ALLOW,NonPublicAPI
user_18,user_18,ICMP,172.18.176.105,47555,172.20.156.200,80,69.123.103.85,26046,2025-07-14 18:07:52,2025-07-14 18:07:52,2025-07-14 18:11:37,9673,10736,b36052db-5d73-4356-a17b-56b79ff66f49,ALLOW,HTTP
user_18,user_18,HTTP,131.187.68.226,53,10.125.2.114,80,46.246.138.115,22,2025-07-14 13:17:14,2025-07-14 13:17:14,2025-07-14 16:27:07,115186,124260,df5db6a3-cdb4-411e-9fe1-3779d79b88ab,ALLOW,HTTP
user_18,user_18,ICMP,10.10.189.212,38590,10.134.250.181,18447,143.90.175.96,12746,2025-07-14 16:26:40,2025-07-14 16:26:40,2025-07-14 16:28:15,3616,-6630,df5db6a3-cdb4-411e-9fe1-3779d79b88ab,ALLOW,HTTPS
user_18,user_18,UDP,192.168.190.157,7040,192.168.209.12,443,64.216.129.119,38836,2025-07-14 16:30:40,2025-07-14 16:30:40,2025-07-14 16:45:31,9845,3870,df5db6a3-cdb4-411e-9fe1-3779d79b88ab,ALLOW,CustomApp
user_18,user_18,HTTP,10.116.83.93,47430,172.26.94.55,28951,31.202.2.8,80,2025-07-14 16:33:40,2025-07-14 16:33:40,2025-07-14 16:38:49,2199,511,df5db6a3-cdb4-411e-9fe1-3779d79b88ab,ALLOW,FTP
user_18,user_18,NonPublicAPI,72.89.156.254,15021,10.59.254.2,80,199.122.12.80,443,2025-07-14 04:41:10,2025-07-14 04:41:10,2025-07-14 09:05:06,106379,111980,c17e5b5f-2b27-4894-aba0-09e422da7a4e,ALLOW,NonPublicAPI
user_18,user_18,HTTPS,172.30.176.49,22,10.49.235.109,443,16.117.147.143,443,2025-07-14 09:00:06,2025-07-14 09:00:06,2025-07-14 09:13:49,8354,12075,c17e5b5f-2b27-4894-aba0-09e422da7a4e,ALLOW,HTTPS
user_18,user_18,ICMP,172.21.20.105,443,192.168.19.169,80,223.237.95.8,25,2025-07-14 09:05:06,2025-07-14 09:05:06,2025-07-14 09:16:32,-53,17243,c17e5b5f-2b27-4894-aba0-09e422da7a4e,ALLOW,HTTP
user_18,user_18,UDP,192.168.160.147,45051,10.128.231.43,62624,136.76.118.89,443,2025-07-14 09:08:06,2025-07-14 09:08:06,2025-07-14 09:16:49,520,8095,c17e5b5f-2b27-4894-aba0-09e422da7a4e,ALLOW,HTTPS
user_18,user_18,HTTPS,10.161.32.109,53,192.168.109.27,22,19.69.252.150,10507,2025-07-14 13:03:32,2025-07-14 13:03:32,2025-07-14 13:14:35,6978,7061,5b51c870-3066-4c5f-bdd1-a50c422dc19b,DENY,DNS
user_18,user_18,TCP,10.186.114.170,25,192.168.85.97,80,40.12.196.137,80,2025-07-14 13:04:32,2025-07-14 13:04:32,2025-07-14 13:15:14,9013,7727,5b51c870-3066-4c5f-bdd1-a50c422dc19b,ALLOW,SMTP
user_18,user_18,SMTP,10.188.77.235,16986,192.168.250.41,57917,15.186.138.146,53,2025-07-14 13:05:32,2025-07-14 13:05:32,2025-07-14 13:19:52,4395,940,5b51c870-3066-4c5f-bdd1-a50c422dc19b,ALLOW,DNS
user_18,user_18,HTTP,166.120.140.179,22,192.168.58.195,25,154.192.86.184,4052,2025-07-14 04:51:25,2025-07-14 04:51:25,2025-07-14 13:14:05,105908,93361,5b51c870-3066-4c5f-bdd1-a50c422dc19b,ALLOW,HTTP
user_19,user_19,HTTP,172.30.196.24,25,172.25.204.29,443,33.219.110.9,53,2025-07-14 08:49:51,2025-07-14 08:49:51,2025-07-14 08:55:47,7544,12670,a49b2ef4-6613-4c26-b029-de5c6df645a4,ALLOW,SSH
user_19,user_19,HTTPS,160.147.8.141,47478,172.29.191.28,3790,185.107.216.128,49390,2025-07-14 11:06:24,2025-07-14 11:06:24,2025-07-14 09:01:34,139831,99264,a49b2ef4-6613-4c26-b029-de5c6df645a4,ALLOW,HTTPS
user_19,user_19,HTTPS,10.78.133.208,443,10.18.32.30,1174,142.110.213.90,53,2025-07-14 08:51:51,2025-07-14 08:51:51,2025-07-14 09:05:10,9948,6132,a49b2ef4-6613-4c26-b029-de5c6df645a4,ALLOW,SSH
user_19,user_19,HTTP,172.28.190.159,12780,172.25.69.99,53549,213.254.85.5,53,2025-07-14 08:52:51,2025-07-14 08:52:51,2025-07-14 09:06:33,1654,11736,a49b2ef4-6613-4c26-b029-de5c6df645a4,ALLOW,HTTP
user_19,user_19,FTP,172.30.66.56,25,10.137.174.247,63691,158.130.120.189,53,2025-07-14 17:49:10,2025-07-14 17:49:10,2025-07-14 17:55:00,1098,2128,d5288aff-9bde-4bcc-b15f-0fefc8e3ed10,ALLOW,HTTP
user_19,user_19,HTTPS,172.25.128.112,443,192.168.130.41,34370,200.64.218.120,25,2025-07-14 17:52:10,2025-07-14 17:52:10,2025-07-14 18:01:59,1400,7238,d5288aff-9bde-4bcc-b15f-0fefc8e3ed10,ALLOW,SSH
user_19,user_19,HTTPS,10.170.49.143,27174,192.168.247.112,53,102.205.35.113,443,2025-07-14 17:51:10,2025-07-14 17:51:10,2025-07-14 18:01:05,3656,6817,d5288aff-9bde-4bcc-b15f-0fefc8e3ed10,ALLOW,FTP
user_19,user_19,NonPublicAPI,213.87.220.186,34889,10.50.157.72,22,220.34.121.98,443,2025-07-14 17:37:20,2025-07-14 17:37:20,2025-07-14 18:00:49,117515,111957,d5288aff-9bde-4bcc-b15f-0fefc8e3ed10,ALLOW,NonPublicAPI
user_19,user_19,NonPublicAPI,141.98.64.149,443,192.168.9.39,43501,12.141.201.87,56412,2025-07-14 01:43:08,2025-07-14 01:43:08,2025-07-14 09:42:55,109370,127465,5380999f-005f-4d7d-9227-b0f7bb504343,ALLOW,NonPublicAPI
user_19,user_19,TCP,192.168.195.215,53,192.168.152.243,443,105.39.213.14,80,2025-07-14 09:45:42,2025-07-14 09:45:42,2025-07-14 09:55:07,6931,13269,5380999f-005f-4d7d-9227-b0f7bb504343,ALLOW,HTTPS
user_19,user_19,TCP,172.16.139.122,443,192.168.195.171,22,75.125.49.90,27083,2025-07-14 09:43:42,2025-07-14 09:43:42,2025-07-14 09:52:05,13846,2275,5380999f-005f-4d7d-9227-b0f7bb504343,ALLOW,FTP
user_19,user_19,HTTP,172.30.246.100,443,10.96.122.63,55132,119.70.205.65,11488,2025-07-14 09:44:42,2025-07-14 09:44:42,2025-07-14 09:46:27,10334,13498,5380999f-005f-4d7d-9227-b0f7bb504343,ALLOW,HTTPS
user_19,user_19,HTTPS,192.168.34.124,58082,172.31.137.49,14161,101.172.39.185,80,2025-07-14 13:15:38,2025-07-14 13:15:38,2025-07-14 13:22:20,13493,5150,76192273-e285-48bb-9708-7230300d9364,ALLOW,HTTP
user_19,user_19,UDP,172.19.167.144,80,10.245.169.169,22,121.141.152.78,62408,2025-07-14 13:17:38,2025-07-14 13:17:38,2025-07-14 13:24:39,12283,4757,76192273-e285-48bb-9708-7230300d9364,ALLOW,HTTP
user_19,user_19,HTTP,167.7.180.219,80,172.29.137.12,443,61.136.9.9,10872,2025-07-14 03:24:36,2025-07-14 03:24:36,2025-07-14 13:27:19,114376,91035,76192273-e285-48bb-9708-7230300d9364,ALLOW,HTTP
user_19,user_19,SMTP,10.210.76.6,52829,192.168.253.166,39920,141.23.105.74,25,2025-07-14 13:27:38,2025-07-14 13:27:38,2025-07-14 13:39:31,-4519,11435,76192273-e285-48bb-9708-7230300d9364,ALLOW,HTTPS
user_19,user_19,UDP,172.26.252.61,63622,172.27.152.126,29542,69.72.165.46,53,2025-07-14 13:40:54,2025-07-14 13:40:54,2025-07-14 13:50:46,5207,4107,8ad0f590-eb6c-4631-866b-30307993e618,ALLOW,DNS
user_19,user_19,TCP,192.168.90.232,29616,172.31.177.243,80,187.162.168.253,53,2025-07-14 13:41:54,2025-07-14 13:41:54,2025-07-14 13:50:33,14263,7802,8ad0f590-eb6c-4631-866b-30307993e618,DENY,FTP
user_19,user_19,HTTPS,155.31.201.82,22,192.168.146.1,80,178.63.220.203,53,2025-07-14 04:08:24,2025-07-14 04:08:24,2025-07-14 13:49:11,134869,121898,8ad0f590-eb6c-4631-866b-30307993e618,ALLOW,HTTPS
user_19,user_19,ICMP,10.249.71.61,80,192.168.107.183,443,178.230.103.86,53,2025-07-14 13:49:54,2025-07-14 13:49:54,2025-07-14 13:52:40,2884,5385,8ad0f590-eb6c-4631-866b-30307993e618,ALLOW,FTP
user_19,user_19,SMTP,172.26.85.166,58882,192.168.68.127,80,32.180.63.171,29417,2025-07-14 10:02:20,2025-07-14 10:02:20,2025-07-14 10:15:10,-6638,-1469,3f3581a2-7a8d-406d-99ad-5f4cbc6a6098,ALLOW,DNS
user_19,user_19,HTTP,192.168.9.217,16317,192.168.1.59,80,50.31.210.183,23604,2025-07-14 10:06:20,2025-07-14 10:06:20,2025-07-14 10:15:49,12746,5803,3f3581a2-7a8d-406d-99ad-5f4cbc6a6098,ALLOW,HTTP
user_19,user_19,TCP,10.91.39.171,443,172.30.233.146,54994,89.143.129.76,53,2025-07-14 10:06:20,2025-07-14 10:06:20,2025-07-14 10:20:56,11345,11015,3f3581a2-7a8d-406d-99ad-5f4cbc6a6098,ALLOW,FTP
user_19,user_19,NonPublicAPI,27.238.47.111,62740,172.22.4.101,53,45.127.4.53,80,2025-07-14 14:30:35,2025-07-14 14:30:35,2025-07-14 10:13:38,102444,126137,3f3581a2-7a8d-406d-99ad-5f4cbc6a6098,ALLOW,NonPublicAPI
user_20,user_20,HTTP,217.182.104.126,11187,172.16.197.26,53,79.230.42.60,25,2025-07-14 09:36:53,2025-07-14 09:36:53,2025-07-14 18:23:34,121695,130560,90e79c4b-819b-4e68-8ee8-2fe5ef4b5838,ALLOW,HTTP
user_20,user_20,SMTP,10.86.20.166,443,10.86.177.93,13065,42.253.255.40,443,2025-07-14 18:18:10,2025-07-14 18:18:10,2025-07-14 18:26:53,-684,12674,90e79c4b-819b-4e68-8ee8-2fe5ef4b5838,ALLOW,HTTP
user_20,user_20,UDP,192.168.169.75,22,172.20.145.180,25,167.29.75.223,57900,2025-07-14 18:22:10,2025-07-14 18:22:10,2025-07-14 18:32:02,4147,3049,90e79c4b-819b-4e68-8ee8-2fe5ef4b5838,ALLOW,HTTP
user_20,user_20,HTTP,192.168.86.185,443,192.168.51.205,9672,56.6.110.124,40619,2025-07-14 18:20:10,2025-07-14 18:20:10,2025-07-14 18:31:20,5216,2342,90e79c4b-819b-4e68-8ee8-2fe5ef4b5838,ALLOW,FTP
user_20,user_20,HTTPS,112.119.184.7,53,172.27.242.165,53,87.20.170.82,53,2025-07-14 08:43:16,2025-07-14 08:43:16,2025-07-14 10:46:41,119824,98891,ebc1bd8b-7566-4523-99b3-df14657e91b8,ALLOW,HTTPS
user_20,user_20,UDP,172.19.184.81,44542,172.31.26.104,443,72.196.231.128,1738,2025-07-14 10:42:34,2025-07-14 10:42:34,2025-07-14 10:50:36,11123,7679,ebc1bd8b-7566-4523-99b3-df14657e91b8,ALLOW,HTTPS
user_20,user_20,UDP,192.168.82.6,80,192.168.64.71,51203,222.18.109.151,443,2025-07-14 10:44:34,2025-07-14 10:44:34,2025-07-14 10:47:06,13992,13535,ebc1bd8b-7566-4523-99b3-df14657e91b8,ALLOW,HTTP
user_20,user_20,UDP,10.195.159.223,15372,10.60.158.148,443,92.192.219.120,443,2025-07-14 10:50:34,2025-07-14 10:50:34,2025-07-14 11:02:28,3936,6980,ebc1bd8b-7566-4523-99b3-df14657e91b8,ALLOW,HTTP
user_20,user_20,HTTP,10.78.20.94,53,192.168.225.24,443,35.247.16.228,55842,2025-07-14 15:12:22,2025-07-14 15:12:22,2025-07-14 15:19:04,5316,13344,6726c379-448b-43da-8e65-6994e6eb8e6c,ALLOW,HTTP
user_20,user_20,HTTPS,207.76.10.239,443,10.163.45.171,27449,207.210.83.221,53,2025-07-14 02:17:20,2025-07-14 02:17:20,2025-07-14 15:24:13,126625,118666,6726c379-448b-43da-8e65-6994e6eb8e6c,ALLOW,HTTPS
user_20,user_20,FTP,192.168.237.68,27433,172.28.215.183,30699,36.187.248.64,59534,2025-07-14 15:14:22,2025-07-14 15:14:22,2025-07-14 15:26:25,1584,13952,6726c379-448b-43da-8e65-6994e6eb8e6c,ALLOW,HTTP
user_20,user_20,HTTPS,10.211.111.23,80,172.29.138.91,23490,11.92.29.28,443,2025-07-14 15:18:22,2025-07-14 15:18:22,2025-07-14 15:22:40,8601,1884,6726c379-448b-43da-8e65-6994e6eb8e6c,ALLOW,FTP
user_20,user_20,UDP,10.28.86.214,443,10.191.144.52,53,89.102.209.6,55328,2025-07-14 16:00:21,2025-07-14 16:00:21,2025-07-14 16:02:22,8490,10752,49d060df-09ed-4e8f-a7c9-5c1a32962574,ALLOW,HTTPS
user_20,user_20,HTTP,172.24.182.195,53,10.33.164.227,53,153.42.248.172,443,2025-07-14 16:04:21,2025-07-14 16:04:21,2025-07-14 16:05:51,13449,7981,49d060df-09ed-4e8f-a7c9-5c1a32962574,ALLOW,DNS
user_20,user_20,HTTPS,172.19.83.250,443,172.22.232.243,53,71.82.246.22,443,2025-07-14 16:04:21,2025-07-14 16:04:21,2025-07-14 16:14:07,3756,11995,49d060df-09ed-4e8f-a7c9-5c1a32962574,ALLOW,HTTPS
user_20,user_20,HTTPS,124.118.70.110,80,192.168.66.247,9940,123.215.192.181,53,2025-07-14 17:29:55,2025-07-14 17:29:55,2025-07-14 16:16:00,117101,121180,49d060df-09ed-4e8f-a7c9-5c1a32962574,ALLOW,HTTPS
user_20,user_20,NonPublicAPI,77.39.47.102,1692,172.23.235.82,443,190.250.109.82,443,2025-07-14 18:48:33,2025-07-14 18:48:33,2025-07-14 11:53:58,108420,110981,1301bf74-b8d8-4601-89e5-e0fd36cba5b2,ALLOW,NonPublicAPI
user_20,user_20,TCP,192.168.36.220,443,172.26.146.152,443,91.207.111.236,54091,2025-07-14 11:50:46,2025-07-14 11:50:46,2025-07-14 12:01:15,1541,6325,1301bf74-b8d8-4601-89e5-e0fd36cba5b2,DENY,HTTPS
user_20,user_20,TCP,172.26.82.102,25,10.178.237.184,80,37.171.119.163,22,2025-07-14 11:49:46,2025-07-14 11:49:46,2025-07-14 12:03:06,1984,1319,1301bf74-b8d8-4601-89e5-e0fd36cba5b2,ALLOW,DNS
user_20,user_20,HTTPS,192.168.26.123,29937,192.168.113.69,443,109.70.3.146,80,2025-07-14 11:53:46,2025-07-14 11:53:46,2025-07-14 11:57:09,6880,6308,1301bf74-b8d8-4601-89e5-e0fd36cba5b2,ALLOW,HTTPS
user_20,user_20,UDP,192.168.225.116,53,172.16.145.235,22,37.21.213.147,22,2025-07-14 09:44:32,2025-07-14 09:44:32,2025-07-14 09:48:30,9797,336,d24240c7-804c-447f-83f5-5527db62e757,ALLOW,FTP
user_20,user_20,TCP,192.168.49.41,80,192.168.44.116,22,160.165.91.116,52141,2025-07-14 09:47:32,2025-07-14 09:47:32,2025-07-14 09:59:13,6387,8919,d24240c7-804c-447f-83f5-5527db62e757,ALLOW,DNS
user_20,user_20,HTTP,63.19.68.100,42918,192.168.93.97,22,39.37.17.61,443,2025-07-14 03:03:33,2025-07-14 03:03:33,2025-07-14 10:04:24,126637,125825,d24240c7-804c-447f-83f5-5527db62e757,ALLOW,HTTP
user_20,user_20,SMTP,10.153.91.118,80,10.87.183.214,53,136.74.168.122,15343,2025-07-14 09:53:32,2025-07-14 09:53:32,2025-07-14 10:05:34,-12459,62,d24240c7-804c-447f-83f5-5527db62e757,ALLOW,SMTP
user_21,user_21,HTTPS,172.26.67.116,80,192.168.136.143,22897,81.98.245.10,22709,2025-07-14 17:57:10,2025-07-14 17:57:10,2025-07-14 18:08:53,9517,12501,b53d919e-ce60-4ae8-80a2-c83e839469e0,ALLOW,HTTPS
user_21,user_21,ICMP,10.86.98.13,443,172.26.160.45,443,86.63.22.124,22,2025-07-14 17:58:10,2025-07-14 17:58:10,2025-07-14 18:01:02,-1234,3875,b53d919e-ce60-4ae8-80a2-c83e839469e0,ALLOW,HTTPS
user_21,user_21,HTTPS,161.37.177.124,443,10.223.125.101,44658,217.182.176.183,64073,2025-07-14 04:36:32,2025-07-14 04:36:32,2025-07-14 18:10:34,96650,108945,b53d919e-ce60-4ae8-80a2-c83e839469e0,ALLOW,HTTPS
user_21,user_21,HTTP,10.172.218.38,21294,192.168.117.5,44938,91.2.151.217,55925,2025-07-14 18:00:10,2025-07-14 18:00:10,2025-07-14 18:04:42,5157,8523,b53d919e-ce60-4ae8-80a2-c83e839469e0,ALLOW,HTTP
user_21,user_21,HTTPS,172.17.98.63,10029,172.17.175.48,25,138.61.82.167,443,2025-07-14 18:59:16,2025-07-14 18:59:16,2025-07-14 19:11:46,5377,2687,ce89bcb5-898a-4ff1-bd7b-43f9d372e406,ALLOW,HTTP
user_21,user_21,TCP,192.168.35.132,443,10.170.247.34,80,175.204.184.231,36744,2025-07-14 19:01:16,2025-07-14 19:01:16,2025-07-14 19:14:22,1339,8466,ce89bcb5-898a-4ff1-bd7b-43f9d372e406,ALLOW,HTTP
user_21,user_21,UDP,172.18.172.59,80,10.52.147.208,80,138.124.15.254,45838,2025-07-14 19:01:16,2025-07-14 19:01:16,2025-07-14 19:04:21,9042,4331,ce89bcb5-898a-4ff1-bd7b-43f9d372e406,ALLOW,DNS
user_21,user_21,HTTP,198.216.205.206,80,172.31.44.199,19151,92.237.138.208,15822,2025-07-14 14:30:29,2025-07-14 14:30:29,2025-07-14 19:08:56,111646,107466,ce89bcb5-898a-4ff1-bd7b-43f9d372e406,ALLOW,HTTP
user_21,user_21,HTTP,76.91.74.10,443,192.168.91.184,80,45.65.141.124,4080,2025-07-14 04:12:11,2025-07-14 04:12:11,2025-07-14 15:48:18,134706,103993,40c6d290-a1e9-4029-b696-c46e5a4c69c7,ALLOW,HTTP
user_21,user_21,ICMP,172.20.89.108,32841,192.168.98.177,80,94.205.24.249,80,2025-07-14 15:46:20,2025-07-14 15:46:20,2025-07-14 15:55:47,10323,11683,40c6d290-a1e9-4029-b696-c46e5a4c69c7,ALLOW,HTTP
user_21,user_21,TCP,172.29.92.150,40735,10.99.90.212,443,12.67.178.39,80,2025-07-14 15:50:20,2025-07-14 15:50:20,2025-07-14 15:54:44,4955,3614,40c6d290-a1e9-4029-b696-c46e5a4c69c7,ALLOW,DNS
user_21,user_21,HTTP,172.20.23.231,443,172.21.244.96,54246,27.6.193.196,443,2025-07-14 15:51:20,2025-07-14 15:51:20,2025-07-14 15:56:04,3600,13613,40c6d290-a1e9-4029-b696-c46e5a4c69c7,ALLOW,DNS
user_21,user_21,UDP,192.168.51.50,53,192.168.153.124,80,102.36.69.67,27117,2025-07-14 15:33:28,2025-07-14 15:33:28,2025-07-14 15:38:27,8477,10814,bda7e7a2-8b46-48fe-9b2a-594e3a985049,ALLOW,HTTP
user_21,user_21,HTTP,155.248.10.190,80,172.27.37.161,38029,180.83.82.136,19461,2025-07-14 22:29:34,2025-07-14 22:29:34,2025-07-14 15:45:09,101262,127088,bda7e7a2-8b46-48fe-9b2a-594e3a985049,ALLOW,HTTP
user_21,user_21,HTTPS,10.70.83.31,80,10.92.118.48,27319,216.106.202.144,80,2025-07-14 15:39:28,2025-07-14 15:39:28,2025-07-14 15:43:21,10571,4909,bda7e7a2-8b46-48fe-9b2a-594e3a985049,ALLOW,FTP
user_21,user_21,HTTP,10.58.8.192,3354,10.37.198.151,31479,91.101.137.227,29610,2025-07-14 15:45:28,2025-07-14 15:45:28,2025-07-14 15:48:40,5136,9610,bda7e7a2-8b46-48fe-9b2a-594e3a985049,ALLOW,FTP
user_21,user_21,HTTPS,28.127.66.242,21034,10.239.113.7,443,161.152.59.197,25,2025-07-14 22:27:30,2025-07-14 22:27:30,2025-07-14 17:13:04,125852,108463,83258485-aa59-4832-bfd0-a59829f969dc,ALLOW,HTTPS
user_21,user_21,SMTP,10.38.26.137,16845,10.99.141.252,80,106.84.141.223,443,2025-07-14 17:13:14,2025-07-14 17:13:14,2025-07-14 17:19:16,11417,14880,83258485-aa59-4832-bfd0-a59829f969dc,DENY,SSH
user_21,user_21,HTTPS,172.17.12.39,61090,172.28.175.182,9447,167.145.250.210,53,2025-07-14 17:12:14,2025-07-14 17:12:14,2025-07-14 17:19:20,4349,9125,83258485-aa59-4832-bfd0-a59829f969dc,ALLOW,HTTPS
user_21,user_21,UDP,10.71.144.108,51148,172.20.184.191,31284,207.248.187.170,4432,2025-07-14 17:16:14,2025-07-14 17:16:14,2025-07-14 17:29:41,9741,5650,83258485-aa59-4832-bfd0-a59829f969dc,ALLOW,HTTP
user_21,user_21,HTTPS,172.21.78.176,443,172.29.20.99,25,96.254.197.172,6433,2025-07-14 17:08:30,2025-07-14 17:08:30,2025-07-14 17:19:35,13463,285,f7751783-4677-4672-9c22-f4a201d95e0c,ALLOW,HTTP
user_21,user_21,HTTP,172.27.98.56,23487,192.168.255.247,37596,154.125.210.188,80,2025-07-14 17:11:30,2025-07-14 17:11:30,2025-07-14 17:14:38,9281,4780,f7751783-4677-4672-9c22-f4a201d95e0c,ALLOW,HTTPS
user_21,user_21,HTTPS,172.21.8.231,19644,172.26.145.213,53,119.78.206.242,22,2025-07-14 17:10:30,2025-07-14 17:10:30,2025-07-14 17:20:37,6573,8283,f7751783-4677-4672-9c22-f4a201d95e0c,ALLOW,HTTP
user_21,user_21,HTTPS,146.110.54.19,443,192.168.246.213,80,77.27.82.154,80,2025-07-14 12:49:32,2025-07-14 12:49:32,2025-07-14 17:19:35,126765,104022,f7751783-4677-4672-9c22-f4a201d95e0c,ALLOW,HTTPS
user_22,user_22,TCP,192.168.34.163,53,192.168.20.153,53,14.124.15.173,56734,2025-07-14 15:10:25,2025-07-14 15:10:25,2025-07-14 15:21:04,10694,10117,b3ee4cc4-7dbb-48e9-91dd-2a00527521ba,ALLOW,SSH
user_22,user_22,FTP,172.30.2.90,54208,192.168.28.234,41434,191.106.99.198,25,2025-07-14 15:11:25,2025-07-14 15:11:25,2025-07-14 15:13:03,12333,17556,b3ee4cc4-7dbb-48e9-91dd-2a00527521ba,ALLOW,HTTP
user_22,user_22,HTTPS,222.251.61.252,22,172.28.217.21,53,139.237.98.124,58939,2025-07-14 23:30:01,2025-07-14 23:30:01,2025-07-14 15:23:25,101364,122251,b3ee4cc4-7dbb-48e9-91dd-2a00527521ba,ALLOW,HTTPS
user_22,user_22,TCP,172.26.22.42,80,192.168.133.137,80,90.237.163.220,54922,2025-07-14 15:19:25,2025-07-14 15:19:25,2025-07-14 15:26:33,13436,7344,b3ee4cc4-7dbb-48e9-91dd-2a00527521ba,ALLOW,HTTPS
user_22,user_22,TCP,172.24.6.35,46496,10.45.93.68,80,56.105.198.184,22,2025-07-14 16:29:26,2025-07-14 16:29:26,2025-07-14 16:37:40,5724,7371,e79ccce9-3f8c-4ca8-89c6-e4a13115b772,ALLOW,DNS
user_22,user_22,HTTP,17.166.60.216,50532,192.168.148.170,8987,202.207.160.124,37550,2025-07-14 22:56:07,2025-07-14 22:56:07,2025-07-14 16:34:16,98409,120695,e79ccce9-3f8c-4ca8-89c6-e4a13115b772,ALLOW,HTTP
user_22,user_22,UDP,10.198.53.49,22,10.61.74.21,443,42.240.105.74,14121,2025-07-14 16:33:26,2025-07-14 16:33:26,2025-07-14 16:41:25,9914,-5326,e79ccce9-3f8c-4ca8-89c6-e4a13115b772,ALLOW,HTTPS
user_22,user_22,UDP,172.30.113.28,3975,10.38.217.181,38743,107.219.177.75,25704,2025-07-14 16:32:26,2025-07-14 16:32:26,2025-07-14 16:39:21,4332,6358,e79ccce9-3f8c-4ca8-89c6-e4a13115b772,ALLOW,HTTPS
user_22,user_22,ICMP,172.28.202.20,53072,10.167.126.232,14711,89.108.234.101,43582,2025-07-14 18:29:32,2025-07-14 18:29:32,2025-07-14 18:35:22,8709,5228,8f5bb30a-7401-47aa-affb-c65018bc58a5,ALLOW,SMTP
user_22,user_22,UDP,10.129.234.47,27905,172.21.25.188,29613,139.187.255.142,37084,2025-07-14 18:31:32,2025-07-14 18:31:32,2025-07-14 18:39:31,14015,12016,8f5bb30a-7401-47aa-affb-c65018bc58a5,ALLOW,DNS
user_22,user_22,HTTPS,92.54.187.213,80,172.28.252.222,80,82.227.9.205,443,2025-07-14 04:24:55,2025-07-14 04:24:55,2025-07-14 18:44:05,116830,128845,8f5bb30a-7401-47aa-affb-c65018bc58a5,ALLOW,HTTPS
user_22,user_22,TCP,10.76.203.47,52777,192.168.40.135,443,85.179.232.140,25,2025-07-14 18:35:32,2025-07-14 18:35:32,2025-07-14 18:45:46,13233,2070,8f5bb30a-7401-47aa-affb-c65018bc58a5,ALLOW,HTTP
user_22,user_22,ICMP,10.210.42.11,62897,172.16.188.87,6513,193.103.38.81,2795,2025-07-14 18:30:56,2025-07-14 18:30:56,2025-07-14 18:33:20,18692,6637,dce71ca2-5556-47cd-a801-6e289efdc074,ALLOW,HTTP
