geoip_id,user_id,session_id,timestamp,ip_address,latitude,longitude,city,country,isp,action,application
b7487157-a23e-4e23-880f-296179e1f9a4,user_30,fe4b67ca-341a-471d-9f7b-fbb6d90a810d,2025-07-14 15:54:08,136.235.145.76,27.28274908236567,-167.8657483432293,Phoenix,AU,ISP_B,DENY,HTTP
3b30de00-7f14-4730-80df-a8c48c8161e2,user_30,fe4b67ca-341a-471d-9f7b-fbb6d90a810d,2025-07-14 23:13:44,107.135.157.237,33.445808,-112.079812,Phoenix,RU,SuspiciousISP,DENY,GeoLookup
27fba167-75be-4661-8608-8ba1a20d317c,user_30,fe4b67ca-341a-471d-9f7b-fbb6d90a810d,2025-07-14 15:58:08,91.235.56.68,33.458173,-112.067917,Phoenix,FR,ISP_A,ALLOW,HTTPS
9e01797a-af01-4385-8987-992d7e657bee,user_30,fc1e4158-bd5b-4259-9be0-35a04fbba688,2025-07-14 13:43:17,109.201.157.172,40.712743,-74.009578,New York,RU,SuspiciousISP,DENY,GeoLookup
e54e9cee-ab2c-41fe-8b7b-9ca07f16f8e8,user_30,fc1e4158-bd5b-4259-9be0-35a04fbba688,2025-07-14 12:34:14,127.105.226.32,40.712086,-74.007391,New York,UK,ISP_B,ALLOW,HTTPS
691bb495-963e-454f-8819-8ea9a0069fe4,user_30,fc1e4158-bd5b-4259-9be0-35a04fbba688,2025-07-14 12:38:14,84.211.36.104,40.721567,-74.000175,New York,UK,ISP_D,ALLOW,HTTPS
14d44c9b-51c0-43a8-ba23-56846449e043,user_30,fc1e4158-bd5b-4259-9be0-35a04fbba688,2025-07-14 12:42:14,196.3.97.2,52.42692472010526,-96.12770246384937,New York,AU,ISP_B,ALLOW,HTTP
5e219699-3391-4a7f-8391-398301d8f189,user_31,2fc34821-062a-4ff9-8fa5-ad41c09a845d,2025-07-14 16:59:51,164.107.98.67,52.5132,13.396154,Berlin,UK,ISP_D,ALLOW,HTTP
aa1cf512-2f30-4d6a-b9fd-b330f63a0fc1,user_31,2fc34821-062a-4ff9-8fa5-ad41c09a845d,2025-07-14 17:00:51,75.89.16.241,27.729444906819122,14.733878579004495,Berlin,US,ISP_D,ALLOW,HTTPS
bb70e1fa-c5ec-4d3a-b863-752742b9ba2e,user_31,2fc34821-062a-4ff9-8fa5-ad41c09a845d,2025-07-14 17:03:51,217.189.237.125,52.519997,13.403481,Berlin,UK,ISP_D,ALLOW,FTP
d6cc84e8-0c58-4ad4-8826-8774557720aa,user_31,2fc34821-062a-4ff9-8fa5-ad41c09a845d,2025-07-14 18:30:43,14.170.78.68,52.517903,13.410114,Berlin,RU,SuspiciousISP,DENY,GeoLookup
c1e0ebe8-8cf4-4a37-ac01-5eed63dbc2bb,user_31,d4bf4895-699b-4ea5-b9db-4d8a93ea3f03,2025-07-14 16:35:22,126.152.5.220,48.863877,2.360289,Paris,DE,ISP_B,ALLOW,HTTP
19ba3826-acfb-444f-a3af-600197ad10bf,user_31,d4bf4895-699b-4ea5-b9db-4d8a93ea3f03,2025-07-14 16:37:22,156.161.173.133,48.851291,2.352947,Paris,CA,ISP_B,ALLOW,SSH
c750b638-3903-4a37-b266-242b20677dbc,user_31,d4bf4895-699b-4ea5-b9db-4d8a93ea3f03,2025-07-14 16:39:22,45.255.110.137,48.860636,2.346425,Paris,FR,ISP_B,ALLOW,FTP
983a7e6b-858b-4e1c-8378-6bfc94dac203,user_31,d4bf4895-699b-4ea5-b9db-4d8a93ea3f03,2025-07-14 22:11:39,14.121.132.81,48.849435,2.351586,Paris,RU,SuspiciousISP,DENY,GeoLookup
0aeb1c0d-190a-428a-a278-6fe42bd21907,user_31,9d259e74-a0c4-4639-9d2e-12d66b983304,2025-07-14 09:16:13,163.61.40.21,34.060939,-118.251099,Los Angeles,IN,ISP_D,ALLOW,HTTP
58971529-fc45-4b8a-9b1a-23ee5fa2fe43,user_31,9d259e74-a0c4-4639-9d2e-12d66b983304,2025-07-14 09:20:13,104.210.171.191,34.061138,-118.250311,Los Angeles,UK,ISP_B,ALLOW,HTTP
246bff12-c610-450e-bba0-28d15c4b2292,user_31,9d259e74-a0c4-4639-9d2e-12d66b983304,2025-07-14 01:49:54,205.103.42.204,34.054301,-118.236799,Los Angeles,RU,SuspiciousISP,DENY,GeoLookup
a5e98556-5b09-4398-a368-75bb48c00a49,user_31,9d259e74-a0c4-4639-9d2e-12d66b983304,2025-07-14 09:25:13,119.240.164.243,35.76134600616949,-88.1360541709949,Los Angeles,IN,ISP_B,ALLOW,SSH
f1c3a06f-c15e-4874-bee7-a83a81f6071c,user_31,da04b19b-15ea-42c9-a6dd-30b8976431fb,2025-07-14 10:23:27,161.55.112.208,12.977818,77.595821,Bangalore,US,ISP_C,ALLOW,DNS
b80d13e5-eba0-448c-8e2b-7326583c977c,user_31,da04b19b-15ea-42c9-a6dd-30b8976431fb,2025-07-14 10:24:27,24.121.230.101,12.973059,77.600236,Bangalore,IN,ISP_A,ALLOW,SSH
f1899576-fea8-46cd-b18a-3f25571792e5,user_31,da04b19b-15ea-42c9-a6dd-30b8976431fb,2025-07-14 12:11:35,69.76.61.73,12.964914,77.602449,Bangalore,RU,SuspiciousISP,DENY,GeoLookup
d39083c4-f984-4074-8b0e-c145129a08e7,user_31,da04b19b-15ea-42c9-a6dd-30b8976431fb,2025-07-14 10:35:27,139.246.62.124,18.226692704319422,115.28155227587021,Bangalore,AU,ISP_C,ALLOW,HTTP
58ddcaa5-e8c1-4a2a-9364-8fde2f437add,user_31,2b2db210-a522-492e-8ea1-fc3246ed6322,2025-07-14 12:15:15,12.176.15.254,48.86021,2.348927,Paris,AU,ISP_A,ALLOW,HTTPS
05288084-a6e3-40a7-ac57-5cbe633aae0f,user_31,2b2db210-a522-492e-8ea1-fc3246ed6322,2025-07-14 12:16:15,42.235.255.29,65.58152009617527,2.9689819034778044,Paris,AU,ISP_C,ALLOW,HTTP
cb1608eb-304f-476f-9831-7393bcec0169,user_31,2b2db210-a522-492e-8ea1-fc3246ed6322,2025-07-14 12:19:15,70.111.158.249,48.848699,2.347471,Paris,US,ISP_D,ALLOW,FTP
4f40b5bd-f1bc-4c30-8bd4-b53ce1602610,user_31,2b2db210-a522-492e-8ea1-fc3246ed6322,2025-07-14 13:26:14,76.118.115.110,48.853207,2.354075,Paris,RU,SuspiciousISP,DENY,GeoLookup
cb7d35eb-2978-4cc5-9ee0-3256d55b4bde,user_31,f46a4624-ef7e-4865-bc81-e37ba2c6a589,2025-07-14 13:13:54,34.48.220.158,19.075692,72.87261,Mumbai,IN,ISP_C,ALLOW,HTTPS
89a6b769-abd0-4258-b95e-91c463cfd956,user_31,f46a4624-ef7e-4865-bc81-e37ba2c6a589,2025-07-14 13:16:54,72.161.33.6,19.075173,72.884979,Mumbai,IN,ISP_C,ALLOW,CustomApp
abb89430-d20e-4ec0-9971-5b14ac3ed590,user_31,f46a4624-ef7e-4865-bc81-e37ba2c6a589,2025-07-14 13:19:54,64.156.106.248,14.856687579049538,39.94422155867598,Mumbai,DE,ISP_A,ALLOW,HTTP
165dc5f0-570c-42fa-994e-b0a5169a0678,user_31,f46a4624-ef7e-4865-bc81-e37ba2c6a589,2025-07-14 18:33:47,113.174.129.240,19.085128,72.872236,Mumbai,RU,SuspiciousISP,DENY,GeoLookup
40177606-9c68-4ab6-96dc-ba95d9daea9c,user_32,4a0e3842-c0d7-4c46-8862-5859c7ea765d,2025-07-14 12:59:17,184.147.54.144,33.440544,-112.080154,Phoenix,DE,ISP_B,ALLOW,CustomApp
c72f728d-69f5-497b-931f-47ec293f0923,user_32,4a0e3842-c0d7-4c46-8862-5859c7ea765d,2025-07-14 13:03:17,88.147.73.63,33.456988,-112.067796,Phoenix,UK,ISP_A,ALLOW,HTTPS
e1cf1713-0a06-4519-8b6d-0d0134eee395,user_32,4a0e3842-c0d7-4c46-8862-5859c7ea765d,2025-07-14 13:03:17,104.132.18.134,46.68106148610909,-115.99635054878185,Phoenix,UK,ISP_C,ALLOW,SMTP
852533aa-aa93-4e81-b41c-203e080c59b9,user_32,4a0e3842-c0d7-4c46-8862-5859c7ea765d,2025-07-14 18:12:29,71.58.106.37,33.438992,-112.077276,Phoenix,RU,SuspiciousISP,DENY,GeoLookup
518b2edc-c3a9-4dbe-82b2-e8f375a29d0d,user_32,a5e5f137-177f-4781-86cc-c70e78583f47,2025-07-14 16:03:46,123.104.83.56,15.992206010089111,67.11456267377466,Bangalore,DE,ISP_C,ALLOW,HTTP
3e54491d-1e77-413d-97d8-f1d61ec13efe,user_32,a5e5f137-177f-4781-86cc-c70e78583f47,2025-07-14 16:06:46,200.50.182.159,12.972335,77.587978,Bangalore,IN,ISP_A,ALLOW,FTP
679fb1f6-f84c-4b77-8ba4-204d042d6a4d,user_32,a5e5f137-177f-4781-86cc-c70e78583f47,2025-07-14 03:23:33,61.88.4.102,12.973012,77.586665,Bangalore,RU,SuspiciousISP,DENY,GeoLookup
8a469097-3f83-43ff-86bf-b4d59cf2f667,user_32,a5e5f137-177f-4781-86cc-c70e78583f47,2025-07-14 16:06:46,22.213.162.153,12.968132,77.600353,Bangalore,DE,ISP_C,ALLOW,SSH
f61ef6d0-13af-4261-b4d4-1f62c88134fb,user_32,437e1ab9-037f-41da-8971-846e81f3d36b,2025-07-14 09:46:33,167.83.172.178,41.887803,-87.625445,Chicago,FR,ISP_A,ALLOW,HTTPS
c25ef2e7-ed5d-4037-8b4f-f1da1a60831b,user_32,437e1ab9-037f-41da-8971-846e81f3d36b,2025-07-14 01:07:24,54.45.85.85,41.885507,-87.622047,Chicago,RU,SuspiciousISP,DENY,GeoLookup
30b6d904-3421-4ecd-95e0-70bb4d9be5de,user_32,437e1ab9-037f-41da-8971-846e81f3d36b,2025-07-14 09:50:33,207.67.50.30,41.878469,-87.639499,Chicago,AU,ISP_D,ALLOW,HTTPS
21f377e5-5d3d-4726-a8d4-a3e08737ac02,user_32,437e1ab9-037f-41da-8971-846e81f3d36b,2025-07-14 09:55:33,49.83.129.202,41.885606,-87.620049,Chicago,UK,ISP_C,ALLOW,HTTP
378b69ec-1b33-4a64-aa11-c6ef4f6146d5,user_32,a12da71a-a686-4ea6-b3ae-b8714192fc6c,2025-07-14 12:12:48,94.218.27.129,29.762415,-95.3619,Houston,FR,ISP_C,ALLOW,HTTPS
1523f59d-98a3-4472-a931-9837aa365249,user_32,a12da71a-a686-4ea6-b3ae-b8714192fc6c,2025-07-14 12:13:48,153.82.227.234,29.754366,-95.372417,Houston,FR,ISP_C,ALLOW,HTTP
9f087cf0-79fd-4c70-b979-cea4d6eeb3be,user_32,a12da71a-a686-4ea6-b3ae-b8714192fc6c,2025-07-14 17:26:56,174.177.0.59,29.768676,-95.369967,Houston,RU,SuspiciousISP,DENY,GeoLookup
18bda6af-e105-482a-af01-e0226f085ed0,user_32,a12da71a-a686-4ea6-b3ae-b8714192fc6c,2025-07-14 12:18:48,139.89.81.184,22.40638195367455,-56.95293598071493,Houston,DE,ISP_A,ALLOW,HTTP
57604005-0585-4dd0-a736-4e0fb9e6b1ab,user_32,e27fa3c7-9389-4c07-9062-4d50ace59108,2025-07-14 16:59:07,203.81.87.12,48.861011,2.351382,Paris,DE,ISP_A,ALLOW,HTTP
0e8f1e63-4dff-4859-811f-fc2b8bdc327a,user_32,e27fa3c7-9389-4c07-9062-4d50ace59108,2025-07-14 17:00:07,161.110.137.14,48.853243,2.343293,Paris,AU,ISP_D,ALLOW,HTTP
7727ddcc-8c61-4bf4-89c2-851f157c5518,user_32,e27fa3c7-9389-4c07-9062-4d50ace59108,2025-07-14 01:56:33,44.19.156.50,48.859275,2.346357,Paris,RU,SuspiciousISP,DENY,GeoLookup
02313c50-f4b5-4444-b1ab-65ddf4d1c24d,user_32,e27fa3c7-9389-4c07-9062-4d50ace59108,2025-07-14 17:11:07,106.242.250.199,48.850523,2.34808,Paris,CA,ISP_D,ALLOW,HTTPS
f3255f02-ef51-4f02-927e-77eed1ff64eb,user_32,2edab071-370f-4527-a040-99b9861312f5,2025-07-14 10:03:29,51.113.6.66,10.99725795442809,42.19877403384055,Mumbai,AU,ISP_C,ALLOW,HTTPS
72d3c836-bfb5-405d-80cc-fb281740cac5,user_32,2edab071-370f-4527-a040-99b9861312f5,2025-07-14 08:45:03,218.204.0.163,19.080792,72.885332,Mumbai,RU,SuspiciousISP,DENY,GeoLookup
bc450b2f-3ec6-4804-b88d-a4c95acbf7c9,user_32,2edab071-370f-4527-a040-99b9861312f5,2025-07-14 10:11:29,217.199.75.155,19.067735,72.877441,Mumbai,AU,ISP_D,ALLOW,CustomApp
58795077-34eb-4420-b93a-ee80ffce8ab5,user_32,2edab071-370f-4527-a040-99b9861312f5,2025-07-14 10:06:29,67.15.206.73,19.069899,72.885988,Mumbai,US,ISP_A,ALLOW,DNS
8f1d5a65-e56f-4fba-8ad5-f7017d0bb575,user_33,72c4c0ef-5a9b-431e-9178-1ba296720377,2025-07-14 16:11:07,80.74.218.103,34.054369,-118.250845,Los Angeles,US,ISP_B,ALLOW,HTTPS
0d91043b-9b14-4fa1-99e8-9c44427ba835,user_33,72c4c0ef-5a9b-431e-9178-1ba296720377,2025-07-14 16:15:07,180.194.115.150,34.060609,-118.24368,Los Angeles,UK,ISP_A,ALLOW,HTTP
cfe37995-ef09-4388-847e-c6a9a2684542,user_33,72c4c0ef-5a9b-431e-9178-1ba296720377,2025-07-14 08:56:59,68.71.141.24,34.0609,-118.242787,Los Angeles,RU,SuspiciousISP,DENY,GeoLookup
e044c8b8-0551-40bc-a83c-1b1151ba2bbb,user_33,72c4c0ef-5a9b-431e-9178-1ba296720377,2025-07-14 16:17:07,62.192.135.140,35.10968089822947,-171.70064870126063,Los Angeles,DE,ISP_A,ALLOW,DNS
af94d6f4-30e5-481f-8841-e57f99209c96,user_33,8709a73c-099a-49ce-87d2-ec3fb2f78068,2025-07-14 13:50:42,23.193.88.243,25.344354558730753,44.10194876711013,Mumbai,US,ISP_A,ALLOW,HTTP
18639953-b54f-4ff1-b852-1a9fe7561641,user_33,8709a73c-099a-49ce-87d2-ec3fb2f78068,2025-07-14 13:51:42,77.226.2.120,19.078409,72.872936,Mumbai,FR,ISP_B,ALLOW,SMTP
394aca9c-9753-40cd-96e7-76ee640ac02b,user_33,8709a73c-099a-49ce-87d2-ec3fb2f78068,2025-07-14 13:56:42,29.113.194.173,19.080671,72.885523,Mumbai,FR,ISP_C,ALLOW,FTP
2e256394-076e-4af5-9c40-68aea5e559d2,user_33,8709a73c-099a-49ce-87d2-ec3fb2f78068,2025-07-14 03:04:23,32.69.51.185,19.066355,72.872908,Mumbai,RU,SuspiciousISP,DENY,GeoLookup
9f3a16fa-6d0d-4076-a4af-7397b51dc716,user_33,419b1b6f-ebe2-46f6-833a-eef6aed62b4b,2025-07-14 12:40:59,118.249.62.59,35.79578085000091,-84.03368769871224,Houston,FR,ISP_B,ALLOW,FTP
2565ceab-78cf-4404-90d2-16213bf67ef5,user_33,419b1b6f-ebe2-46f6-833a-eef6aed62b4b,2025-07-14 10:06:03,174.81.135.36,29.750796,-95.361275,Houston,RU,SuspiciousISP,DENY,GeoLookup
e41cf016-8beb-41c1-91cd-3cb629b2ceee,user_33,419b1b6f-ebe2-46f6-833a-eef6aed62b4b,2025-07-14 12:48:59,51.23.72.14,29.768642,-95.366567,Houston,FR,ISP_B,ALLOW,SSH
b3ca01c5-3d41-4ffa-86b4-29af6da7a35f,user_33,419b1b6f-ebe2-46f6-833a-eef6aed62b4b,2025-07-14 12:52:59,28.187.107.170,29.757697,-95.360645,Houston,FR,ISP_B,ALLOW,HTTPS
25a6178c-e12d-44b7-819d-8b924480c127,user_33,acfecd83-aa42-461c-ac1c-fb834f18aa8f,2025-07-14 15:53:26,49.195.69.231,33.457518,-112.078628,Phoenix,FR,ISP_B,ALLOW,DNS
60bde4e8-73c0-4350-ba46-65aee166843b,user_33,acfecd83-aa42-461c-ac1c-fb834f18aa8f,2025-07-14 15:56:26,38.117.205.133,33.438938,-112.079905,Phoenix,IN,ISP_B,ALLOW,HTTPS
40fe436a-2b1e-4e91-ae85-1f30451a5b9d,user_33,acfecd83-aa42-461c-ac1c-fb834f18aa8f,2025-07-14 14:47:34,157.246.63.29,33.445668,-112.069706,Phoenix,RU,SuspiciousISP,DENY,GeoLookup
e075e76f-55dc-4c82-8d6e-e3c98236408c,user_33,acfecd83-aa42-461c-ac1c-fb834f18aa8f,2025-07-14 16:05:26,164.59.26.192,18.50076041482353,-96.13472644953966,Phoenix,AU,ISP_B,ALLOW,DNS
d0e3edc0-04b6-4bc7-b0ce-fdda6f61505b,user_33,05e21949-bb9c-4681-85ed-db23f651e5e9,2025-07-14 04:30:40,217.210.75.178,40.722383,-74.008078,New York,RU,SuspiciousISP,DENY,GeoLookup
fad78983-18a9-48b4-b042-8ba6760a580c,user_33,05e21949-bb9c-4681-85ed-db23f651e5e9,2025-07-14 10:27:43,223.106.166.179,40.711793,-74.001853,New York,FR,ISP_D,ALLOW,HTTP
1cc4db9a-60c0-461e-a9cd-a24d8addcbc7,user_33,05e21949-bb9c-4681-85ed-db23f651e5e9,2025-07-14 10:27:43,213.38.170.14,40.705354,-74.013421,New York,DE,ISP_D,ALLOW,DNS
1ff595d2-ac0b-4e52-8ebe-a3ae1f2dd43b,user_33,05e21949-bb9c-4681-85ed-db23f651e5e9,2025-07-14 10:29:43,142.191.136.49,40.711065,-74.012912,New York,US,ISP_A,ALLOW,HTTP
0257313d-d561-4c0d-b4f5-4e11ea26adbd,user_33,76d73eb3-03f0-44d4-b728-6a57db3d0b0f,2025-07-14 18:28:24,106.28.213.155,51.502427,-0.125614,London,UK,ISP_D,ALLOW,SMTP
e2e059b0-6dbc-43d8-94bf-835194b8e458,user_33,76d73eb3-03f0-44d4-b728-6a57db3d0b0f,2025-07-14 18:31:24,179.187.174.249,51.501074,-0.121991,London,UK,ISP_A,ALLOW,HTTP
f7689e27-cbc7-4651-9b46-4888dba93c4c,user_33,76d73eb3-03f0-44d4-b728-6a57db3d0b0f,2025-07-14 18:32:24,181.124.160.43,51.515327,-0.13179,London,CA,ISP_B,ALLOW,FTP
cb4dca47-3a3e-4cc5-bb7f-59b15d3fce08,user_33,76d73eb3-03f0-44d4-b728-6a57db3d0b0f,2025-07-14 03:55:02,167.12.174.236,51.515427,-0.126427,London,RU,SuspiciousISP,DENY,GeoLookup
028d56b4-82e1-4fd2-9887-0efae1423f27,user_34,169aa4ed-a5bd-4c01-8614-51f6053fe637,2025-07-14 14:45:16,202.66.171.173,33.454481,-112.068429,Phoenix,FR,ISP_B,ALLOW,HTTPS
dcba7b6a-6acf-4b8b-8895-8b83d439360e,user_34,169aa4ed-a5bd-4c01-8614-51f6053fe637,2025-07-14 15:05:58,166.109.209.235,33.443468,-112.073925,Phoenix,RU,SuspiciousISP,DENY,GeoLookup
7896abea-2b20-4e74-9956-adddfd529139,user_34,169aa4ed-a5bd-4c01-8614-51f6053fe637,2025-07-14 14:51:16,124.233.175.81,33.452874,-112.0682,Phoenix,UK,ISP_A,ALLOW,FTP
13228c98-25b7-4f43-99c5-49a9f2dcc50e,user_34,169aa4ed-a5bd-4c01-8614-51f6053fe637,2025-07-14 14:51:16,203.153.62.14,40.068973331501816,-118.55260802274094,Phoenix,IN,ISP_B,ALLOW,HTTPS
fcd877a9-ac05-4fa8-8ad8-5dacd7d441d9,user_34,c346b4c9-7318-4036-84b8-2c73120d329b,2025-07-14 22:13:20,116.88.145.32,29.762361,-95.379401,Houston,RU,SuspiciousISP,DENY,GeoLookup
e5e0a644-bd7f-4cef-8f53-4e554cbc4866,user_34,c346b4c9-7318-4036-84b8-2c73120d329b,2025-07-14 15:04:42,100.103.142.158,29.755963,-95.368752,Houston,US,ISP_A,ALLOW,HTTPS
c52c14f3-b656-4a1e-8fa4-a3b011e061e8,user_34,c346b4c9-7318-4036-84b8-2c73120d329b,2025-07-14 15:04:42,124.134.171.120,29.751144,-95.372307,Houston,FR,ISP_A,ALLOW,FTP
0d93f2b5-a88a-421b-bb2c-c7acdaffcaa9,user_34,c346b4c9-7318-4036-84b8-2c73120d329b,2025-07-14 15:09:42,205.35.187.141,41.866289132333776,-131.75627699203392,Houston,US,ISP_A,ALLOW,HTTPS
2e404eca-cfaa-48a8-9351-e5b0e5d1187a,user_34,5e227548-197c-4b9f-ba4d-7bbb323d81d9,2025-07-14 17:47:26,185.167.140.186,39.9334719172284,2.8095250440937596,Paris,AU,ISP_D,ALLOW,HTTPS
80299b9a-0611-4fc9-868a-a6e247dbefb7,user_34,5e227548-197c-4b9f-ba4d-7bbb323d81d9,2025-07-14 17:51:26,159.96.94.231,48.860206,2.361342,Paris,DE,ISP_B,ALLOW,HTTPS
a3941e64-8d60-404e-98d2-3053db350da1,user_34,5e227548-197c-4b9f-ba4d-7bbb323d81d9,2025-07-14 16:41:02,14.163.15.106,48.866075,2.360992,Paris,RU,SuspiciousISP,DENY,GeoLookup
33487e33-1953-41c1-855e-7983498ce38c,user_34,5e227548-197c-4b9f-ba4d-7bbb323d81d9,2025-07-14 17:59:26,72.93.19.133,48.849334,2.35719,Paris,DE,ISP_A,ALLOW,HTTP
184d1a37-8fb2-4b62-a75f-df651acb9d6f,user_34,f8e3da33-9a4d-457c-8524-09354f96e750,2025-07-14 08:46:31,221.33.204.67,48.853674,2.343539,Paris,UK,ISP_B,ALLOW,HTTPS
7465418d-bb9a-4267-929a-64482188e8ff,user_34,f8e3da33-9a4d-457c-8524-09354f96e750,2025-07-14 08:48:31,117.25.188.113,48.847015,2.344563,Paris,US,ISP_D,ALLOW,HTTP
87cffed4-df8d-4988-bb5e-53866f95dc16,user_34,f8e3da33-9a4d-457c-8524-09354f96e750,2025-07-14 08:54:31,216.169.254.186,69.90646929689791,1.2615634696692926,Paris,CA,ISP_B,ALLOW,HTTP
1903b4f7-2ffb-422c-b997-86642fb5d685,user_34,f8e3da33-9a4d-457c-8524-09354f96e750,2025-07-14 08:04:44,77.161.160.198,48.853485,2.357959,Paris,RU,SuspiciousISP,DENY,GeoLookup
03dd7496-510d-4d53-91b5-c616b8b12973,user_34,baa98cc9-b104-4c84-8618-7c350f4a89eb,2025-07-14 17:54:57,86.166.152.121,52.528181,13.41158,Berlin,UK,ISP_B,ALLOW,HTTPS
18e56d4d-a625-47d7-bec6-54fe1db5db4b,user_34,baa98cc9-b104-4c84-8618-7c350f4a89eb,2025-07-14 17:55:57,144.12.71.167,55.327145262804336,15.278160930337213,Berlin,FR,ISP_D,ALLOW,FTP
89fe9d99-2365-4ef7-8b5b-dc0501f8f27a,user_34,baa98cc9-b104-4c84-8618-7c350f4a89eb,2025-07-14 17:56:57,185.106.252.215,52.51788,13.395132,Berlin,FR,ISP_D,ALLOW,FTP
e39a46b4-d290-4ab7-b0ee-4736a2233f23,user_34,baa98cc9-b104-4c84-8618-7c350f4a89eb,2025-07-14 12:47:56,71.60.103.133,52.523647,13.395682,Berlin,RU,SuspiciousISP,DENY,GeoLookup
6f8fb55b-e4de-4abe-9b42-46fd9a6f34c0,user_34,5dcd2c91-37e4-4064-afc4-dfc9aa47766d,2025-07-14 18:20:31,186.45.36.57,47.64603733942482,1.6504124017713078,Paris,US,ISP_D,ALLOW,HTTPS
38eb017a-9c9c-444e-8901-6f8dfcddea96,user_34,5dcd2c91-37e4-4064-afc4-dfc9aa47766d,2025-07-14 18:22:31,70.209.38.59,48.852165,2.343552,Paris,US,ISP_B,ALLOW,SSH
f794b9f2-634b-40dc-9909-4f67b22354b1,user_34,5dcd2c91-37e4-4064-afc4-dfc9aa47766d,2025-07-14 01:47:26,126.253.24.196,48.850994,2.348396,Paris,RU,SuspiciousISP,DENY,GeoLookup
03f18af5-c682-41ce-974f-1c8844c3e046,user_34,5dcd2c91-37e4-4064-afc4-dfc9aa47766d,2025-07-14 18:32:31,174.129.27.81,48.859863,2.351358,Paris,UK,ISP_B,ALLOW,HTTP
0c936d07-0aa4-45a7-9435-d4dc78366484,user_35,7cf00227-ab12-4c5b-94fb-7b272988da9f,2025-07-14 22:00:40,103.203.147.101,51.507878,-0.130623,London,RU,SuspiciousISP,DENY,GeoLookup
718c9cbd-fb21-41c6-8f81-cc9e2c2745f2,user_35,7cf00227-ab12-4c5b-94fb-7b272988da9f,2025-07-14 08:07:45,156.56.138.151,51.5118,-0.118924,London,CA,ISP_B,ALLOW,HTTP
250eb011-6cc6-4c67-9334-ccecc94f2099,user_35,7cf00227-ab12-4c5b-94fb-7b272988da9f,2025-07-14 08:10:45,117.150.51.37,51.497547,-0.117886,London,UK,ISP_C,ALLOW,SSH
af742285-40d4-4fdc-85e6-b3e04f0b9dd7,user_35,7cf00227-ab12-4c5b-94fb-7b272988da9f,2025-07-14 08:10:45,112.103.59.22,53.97143006111158,-0.16280550013484388,London,US,ISP_C,ALLOW,HTTPS
adb8e1a4-f180-444a-ae68-8b95571a4a83,user_35,ce6e0925-438a-40d6-8cfa-d42815cbd64d,2025-07-14 15:05:50,13.242.59.45,58.1448735542491,17.41159030521164,Berlin,FR,ISP_B,ALLOW,HTTPS
c236aa58-b77b-4639-a527-b5c502f12e3f,user_35,ce6e0925-438a-40d6-8cfa-d42815cbd64d,2025-07-14 15:06:50,89.176.250.109,52.516002,13.412214,Berlin,AU,ISP_C,ALLOW,HTTP
0ff3b519-27b2-48ff-8a32-f6600df95b4c,user_35,ce6e0925-438a-40d6-8cfa-d42815cbd64d,2025-07-14 10:46:04,196.75.81.225,52.523922,13.405117,Berlin,RU,SuspiciousISP,DENY,GeoLookup
c4989715-1120-4e64-881f-2c3fbc38b9c9,user_35,ce6e0925-438a-40d6-8cfa-d42815cbd64d,2025-07-14 15:17:50,126.164.247.157,52.520934,13.403527,Berlin,US,ISP_C,ALLOW,SSH
fb171160-5d05-4315-86e0-b1be92dc67e7,user_35,61f59b0a-a0b5-4943-ab2e-64b6c8228c14,2025-07-14 09:54:15,25.114.240.140,19.082358,72.877102,Mumbai,AU,ISP_D,ALLOW,HTTP
c40d4b9c-49b2-40da-b3bd-e27de55971fc,user_35,61f59b0a-a0b5-4943-ab2e-64b6c8228c14,2025-07-14 09:56:15,218.27.4.156,19.069834,72.884431,Mumbai,AU,ISP_D,ALLOW,DNS
3ebe0377-212f-48c8-a0ff-2e48b2f4de82,user_35,61f59b0a-a0b5-4943-ab2e-64b6c8228c14,2025-07-14 15:01:34,56.152.5.104,19.070684,72.870544,Mumbai,RU,SuspiciousISP,DENY,GeoLookup
34f1b0cb-fccd-4bfe-b00b-3e10bb9ccb7d,user_35,61f59b0a-a0b5-4943-ab2e-64b6c8228c14,2025-07-14 10:06:15,63.107.72.59,13.203731640314384,103.71594112917077,Mumbai,UK,ISP_A,ALLOW,HTTPS
859dcc40-3aa0-4b57-adcf-dca184e812a1,user_35,25eecb8e-9ea4-4550-a9e8-2763f1489707,2025-07-14 03:15:03,147.156.43.75,29.759345,-95.377428,Houston,RU,SuspiciousISP,DENY,GeoLookup
e13bdc0d-3701-4ad9-a2e3-746997ed7a93,user_35,25eecb8e-9ea4-4550-a9e8-2763f1489707,2025-07-14 11:46:46,36.167.1.113,29.761067,-95.360297,Houston,AU,ISP_B,ALLOW,SSH
3c497ce3-f6a8-4bb6-88cb-9432bd30a956,user_35,25eecb8e-9ea4-4550-a9e8-2763f1489707,2025-07-14 11:47:46,41.36.136.247,23.049343914929473,-56.15607617818248,Houston,FR,ISP_C,ALLOW,HTTPS
269dd6d1-1695-478e-8357-15ebf261dae1,user_35,25eecb8e-9ea4-4550-a9e8-2763f1489707,2025-07-14 11:51:46,184.65.41.123,29.757609,-95.371451,Houston,US,ISP_C,ALLOW,HTTP
